case_no,checking_status,credit_history,purpose,credit_amount,saving_status,employment,personal_status,age,existing_credits,job,num_dependents,class
665,'>=200','critical/other existing credit',education,'0<=X<2000','<100','1<=X<4','female div/dep/mar','46<=X<56',1,'unskilled resident',1,good
666,'no checking','critical/other existing credit',other,'6000<=X<8000','<100',unemployed,'male single','26<=X<36',2,'high qualif/self emp/mgmt',1,good
667,'0<=X<200','all paid',furniture/equipment,'2000<=X<4000','>=1000','1<=X<4','male single','26<=X<36',1,skilled,2,good
668,'no checking','all paid',business,'2000<=X<4000','<100','1<=X<4','female div/dep/mar','26<=X<36',1,skilled,1,good
669,'<0','critical/other existing credit','new car','4000<=X<6000','<100','>=7','male single','36<=X<46',2,skilled,1,bad
670,'>=200','critical/other existing credit',radio/tv,'2000<=X<4000','<100','>=7','male single','46<=X<56',1,skilled,1,good
671,'no checking','critical/other existing credit',business,'4000<=X<6000','100<=X<500','1<=X<4','male single','26<=X<36',2,'unskilled resident',1,good
672,'no checking','existing paid',business,'4000<=X<6000','100<=X<500','4<=X<7','male single','26<=X<36',2,skilled,1,good
673,'no checking','existing paid','new car','10000<=X<12000','<100','>=7','male single','36<=X<46',1,'high qualif/self emp/mgmt',1,good
674,'no checking','critical/other existing credit','new car','2000<=X<4000','500<=X<1000','1<=X<4','male mar/wid','18<=X<26',1,skilled,1,good
675,'no checking','delayed previously',business,'2000<=X<4000','500<=X<1000','<1','male single','36<=X<46',1,'unskilled resident',2,bad
676,'no checking','critical/other existing credit',radio/tv,'4000<=X<6000','<100','4<=X<7','female div/dep/mar','26<=X<36',1,'high qualif/self emp/mgmt',1,good
677,'no checking','critical/other existing credit',furniture/equipment,'4000<=X<6000','<100','>=7','male single','26<=X<36',1,skilled,1,good
678,'0<=X<200','existing paid',radio/tv,'4000<=X<6000','100<=X<500','1<=X<4','male mar/wid','18<=X<26',1,skilled,1,bad
679,'<0','existing paid',radio/tv,'2000<=X<4000','<100','>=7','male single','56<=X<66',1,'unskilled resident',1,good
680,'no checking','existing paid',radio/tv,'0<=X<2000','<100','<1','female div/dep/mar','26<=X<36',1,skilled,1,good
681,'no checking','existing paid',education,'0<=X<2000','<100','<1','female div/dep/mar','56<=X<66',1,skilled,1,good
682,'no checking','existing paid',radio/tv,'2000<=X<4000','no known savings','1<=X<4','male single','36<=X<46',1,skilled,1,good
683,'no checking','delayed previously',radio/tv,'0<=X<2000','<100','1<=X<4','male mar/wid','26<=X<36',2,skilled,1,good
684,'no checking','critical/other existing credit',radio/tv,'4000<=X<6000','<100','<1','male mar/wid','46<=X<56',3,skilled,1,good
685,'0<=X<200','delayed previously',business,'8000<=X<10000','100<=X<500','4<=X<7','male single','26<=X<36',2,'unskilled resident',2,good
686,'no checking','existing paid','new car','6000<=X<8000','no known savings','1<=X<4','male single','26<=X<36',1,skilled,2,good
687,'>=200','critical/other existing credit',radio/tv,'0<=X<2000','no known savings','4<=X<7','male single','26<=X<36',2,skilled,1,good
688,'0<=X<200','delayed previously','new car','2000<=X<4000','100<=X<500','>=7','male single','26<=X<36',1,skilled,1,good
689,'no checking','existing paid',radio/tv,'2000<=X<4000','100<=X<500','>=7','male single','26<=X<36',1,skilled,1,good
690,'<0','existing paid','new car','2000<=X<4000','>=1000','1<=X<4','male single','26<=X<36',1,skilled,2,good
691,'<0','critical/other existing credit',furniture/equipment,'0<=X<2000','<100','1<=X<4','male div/sep','18<=X<26',2,skilled,1,good
692,'0<=X<200','existing paid',repairs,'2000<=X<4000','100<=X<500','1<=X<4','female div/dep/mar','18<=X<26',1,'unskilled resident',1,good
693,'0<=X<200','existing paid',radio/tv,'2000<=X<4000','100<=X<500','<1','male single','26<=X<36',1,skilled,1,good
694,'<0','critical/other existing credit','new car','4000<=X<6000','no known savings','<1','male single','36<=X<46',2,'unskilled resident',2,good
695,'no checking','existing paid',radio/tv,'2000<=X<4000','<100','4<=X<7','male single','26<=X<36',1,skilled,1,good
696,'no checking','existing paid','used car','0<=X<2000','500<=X<1000','1<=X<4','male single','46<=X<56',1,skilled,1,good
697,'0<=X<200','existing paid',radio/tv,'0<=X<2000','<100','4<=X<7','male single','26<=X<36',2,skilled,1,good
698,'no checking','critical/other existing credit','new car','0<=X<2000','<100',unemployed,'female div/dep/mar','36<=X<46',1,'unemp/unskilled non res',1,good
699,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','<100','1<=X<4','male single','18<=X<26',2,skilled,1,good
700,'>=200','existing paid',education,'0<=X<2000','<100','>=7','male single','36<=X<46',1,'high qualif/self emp/mgmt',1,good
701,'no checking','existing paid',furniture/equipment,'0<=X<2000','500<=X<1000','1<=X<4','female div/dep/mar','26<=X<36',1,'unskilled resident',1,bad
702,'<0','critical/other existing credit','used car','6000<=X<8000','<100','>=7','male single','46<=X<56',2,skilled,1,bad
703,'>=200','existing paid',radio/tv,'0<=X<2000','100<=X<500','>=7','female div/dep/mar','46<=X<56',1,skilled,1,good
704,'0<=X<200','delayed previously',business,'2000<=X<4000','100<=X<500','>=7','male single','36<=X<46',2,skilled,1,good
705,'0<=X<200','existing paid',business,'2000<=X<4000','<100','<1','female div/dep/mar','26<=X<36',1,skilled,2,good
706,'no checking','existing paid','new car','4000<=X<6000','500<=X<1000','>=7','female div/dep/mar','26<=X<36',1,skilled,1,good
707,'0<=X<200','existing paid','new car','6000<=X<8000','100<=X<500','4<=X<7','male single','18<=X<26',1,skilled,1,bad
708,'0<=X<200','no credits/all paid',furniture/equipment,'2000<=X<4000','<100','<1','female div/dep/mar','18<=X<26',2,skilled,1,bad
709,'0<=X<200','existing paid',radio/tv,'0<=X<2000','<100','>=7','female div/dep/mar','18<=X<26',1,skilled,1,good
710,'0<=X<200','existing paid',radio/tv,'2000<=X<4000','<100','1<=X<4','male single','36<=X<46',1,'unskilled resident',2,good
711,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','500<=X<1000','>=7','male single','26<=X<36',2,'high qualif/self emp/mgmt',1,good
712,'<0','all paid',education,'0<=X<2000','<100','>=7','female div/dep/mar','26<=X<36',1,skilled,1,bad
713,'no checking','existing paid','used car','2000<=X<4000','no known savings','>=7','male single','46<=X<56',1,'high qualif/self emp/mgmt',1,good
714,'<0','critical/other existing credit',radio/tv,'0<=X<2000','<100','1<=X<4','male single','18<=X<26',2,'unskilled resident',1,good
715,'0<=X<200','existing paid','new car','14000<=X<16000','<100','4<=X<7','male single','26<=X<36',1,'high qualif/self emp/mgmt',1,bad
716,'no checking','critical/other existing credit','used car','6000<=X<8000','no known savings','>=7','male single','56<=X<66',2,skilled,1,good
717,'no checking','critical/other existing credit',radio/tv,'2000<=X<4000','no known savings','>=7','male single','36<=X<46',2,skilled,2,good
718,'no checking','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','male single','26<=X<36',1,'high qualif/self emp/mgmt',1,good
719,'>=200','critical/other existing credit',radio/tv,'2000<=X<4000','no known savings','1<=X<4','male single','26<=X<36',2,skilled,1,good
720,'0<=X<200','no credits/all paid','used car','6000<=X<8000','100<=X<500','>=7','male mar/wid','26<=X<36',2,skilled,1,good
721,'>=200','no credits/all paid',radio/tv,'0<=X<2000','<100','<1','male single','26<=X<36',2,'high qualif/self emp/mgmt',1,bad
722,'0<=X<200','all paid',education,'0<=X<2000','>=1000','<1','female div/dep/mar','18<=X<26',1,skilled,2,bad
723,'<0','existing paid','new car','0<=X<2000','<100','1<=X<4','female div/dep/mar','18<=X<26',1,'unskilled resident',1,bad
724,'0<=X<200','existing paid',radio/tv,'0<=X<2000','500<=X<1000','1<=X<4','female div/dep/mar','66<=X<76',1,'unskilled resident',1,good
725,'no checking','existing paid','new car','2000<=X<4000','<100','1<=X<4','female div/dep/mar','18<=X<26',1,skilled,1,bad
726,'no checking','critical/other existing credit','new car','0<=X<2000','>=1000','1<=X<4','female div/dep/mar','36<=X<46',2,'unskilled resident',1,good
727,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','500<=X<1000','1<=X<4','male mar/wid','46<=X<56',2,'unskilled resident',1,good
728,'<0','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','female div/dep/mar','18<=X<26',2,skilled,1,bad
729,'0<=X<200','all paid',business,'6000<=X<8000','<100','>=7','female div/dep/mar','56<=X<66',1,skilled,1,bad
730,'>=200','critical/other existing credit',business,'0<=X<2000','>=1000','1<=X<4','male div/sep','36<=X<46',2,skilled,1,good
731,'0<=X<200','delayed previously',radio/tv,'6000<=X<8000','<100','<1','male single','26<=X<36',1,skilled,1,good
732,'<0','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','male single','18<=X<26',1,'unskilled resident',2,bad
733,'0<=X<200','existing paid',radio/tv,'0<=X<2000','<100','4<=X<7','female div/dep/mar','36<=X<46',1,'unskilled resident',1,good
734,'no checking','existing paid','used car','2000<=X<4000','>=1000','1<=X<4','female div/dep/mar','26<=X<36',1,skilled,1,good
735,'no checking','critical/other existing credit','new car','2000<=X<4000','<100','4<=X<7','female div/dep/mar','36<=X<46',1,skilled,2,good
736,'0<=X<200','all paid','domestic appliance','2000<=X<4000','no known savings','<1','female div/dep/mar','26<=X<36',1,'unemp/unskilled non res',1,good
737,'0<=X<200','existing paid','used car','10000<=X<12000','<100','1<=X<4','female div/dep/mar','18<=X<26',2,'high qualif/self emp/mgmt',1,bad
738,'<0','existing paid','new car','4000<=X<6000','100<=X<500','1<=X<4','male single','26<=X<36',1,'unskilled resident',2,good
739,'no checking','critical/other existing credit','new car','6000<=X<8000','<100','4<=X<7','male single','36<=X<46',2,'high qualif/self emp/mgmt',2,good
740,'0<=X<200','no credits/all paid',business,'4000<=X<6000','100<=X<500','1<=X<4','female div/dep/mar','26<=X<36',2,'unskilled resident',1,bad
741,'<0','all paid','new car','2000<=X<4000','100<=X<500','4<=X<7','male single','26<=X<36',1,skilled,1,good
742,'0<=X<200','all paid',radio/tv,'0<=X<2000','<100','1<=X<4','male single','18<=X<26',1,'unskilled resident',1,good
743,'no checking','existing paid',radio/tv,'2000<=X<4000','no known savings','>=7','male single','36<=X<46',1,skilled,1,good
744,'<0','all paid',furniture/equipment,'2000<=X<4000','500<=X<1000','1<=X<4','male single','18<=X<26',1,skilled,1,good
745,'<0','critical/other existing credit',furniture/equipment,'14000<=X<16000','no known savings','4<=X<7','male single','26<=X<36',2,'high qualif/self emp/mgmt',1,good
746,'<0','critical/other existing credit',business,'0<=X<2000','<100','<1','male single','26<=X<36',2,'unskilled resident',1,good
747,'<0','existing paid','new car','2000<=X<4000','<100',unemployed,'female div/dep/mar','18<=X<26',1,skilled,1,good
748,'<0','existing paid','new car','0<=X<2000','<100','<1','female div/dep/mar','36<=X<46',1,'unskilled resident',1,bad
749,'no checking','existing paid','used car','4000<=X<6000','no known savings','1<=X<4','male single','26<=X<36',1,skilled,1,good
750,'no checking','existing paid','used car','2000<=X<4000','<100','4<=X<7','male single','26<=X<36',1,skilled,1,good
751,'<0','existing paid',furniture/equipment,'0<=X<2000','<100','>=7','female div/dep/mar','46<=X<56',1,skilled,1,good
752,'<0','existing paid','new car','0<=X<2000','<100','<1','female div/dep/mar','18<=X<26',1,'unskilled resident',1,bad
753,'0<=X<200','existing paid',business,'0<=X<2000','100<=X<500','4<=X<7','female div/dep/mar','18<=X<26',1,'unskilled resident',1,good
754,'no checking','critical/other existing credit',radio/tv,'4000<=X<6000','<100','4<=X<7','female div/dep/mar','18<=X<26',2,skilled,1,good
755,'no checking','delayed previously',repairs,'0<=X<2000','>=1000','>=7','male single','46<=X<56',2,skilled,2,bad
756,'<0','existing paid','new car','0<=X<2000','no known savings','4<=X<7','female div/dep/mar','26<=X<36',1,skilled,1,bad
757,'>=200','critical/other existing credit','new car','0<=X<2000','<100','1<=X<4','male single','66<=X<76',3,'unemp/unskilled non res',2,good
758,'>=200','critical/other existing credit',radio/tv,'0<=X<2000','no known savings','1<=X<4','male single','36<=X<46',2,skilled,1,bad
759,'no checking','existing paid','new car','0<=X<2000','<100','1<=X<4','male single','26<=X<36',1,skilled,1,good
760,'<0','critical/other existing credit','new car','0<=X<2000','<100','>=7','male single','26<=X<36',2,skilled,1,bad
761,'no checking','critical/other existing credit','new car','4000<=X<6000','no known savings','>=7','female div/dep/mar','56<=X<66',1,skilled,1,good
762,'<0','critical/other existing credit',furniture/equipment,'2000<=X<4000','<100','1<=X<4','female div/dep/mar','18<=X<26',2,skilled,1,bad
763,'<0','existing paid',radio/tv,'2000<=X<4000','<100','1<=X<4','male single','18<=X<26',1,'unskilled resident',1,good
764,'no checking','critical/other existing credit','new car','12000<=X<14000','no known savings','>=7','male single','26<=X<36',1,'high qualif/self emp/mgmt',1,bad
765,'no checking','critical/other existing credit','new car','2000<=X<4000','100<=X<500','4<=X<7','male mar/wid','26<=X<36',2,skilled,1,good
766,'0<=X<200','existing paid',radio/tv,'0<=X<2000','<100','>=7','male mar/wid','36<=X<46',2,'unskilled resident',1,good
767,'<0','existing paid',furniture/equipment,'2000<=X<4000','<100','<1','male div/sep','26<=X<36',1,'unskilled resident',1,bad
768,'no checking','existing paid','used car','2000<=X<4000','no known savings','<1','female div/dep/mar','26<=X<36',1,skilled,1,good
769,'0<=X<200','critical/other existing credit',furniture/equipment,'2000<=X<4000','<100','>=7','male single','26<=X<36',3,skilled,1,good
770,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','<100','>=7','male single','56<=X<66',2,'unskilled resident',1,good
771,'<0','existing paid','used car','2000<=X<4000','no known savings','>=7','female div/dep/mar','26<=X<36',1,skilled,1,good
772,'<0','critical/other existing credit',education,'8000<=X<10000','<100','1<=X<4','female div/dep/mar','18<=X<26',2,'high qualif/self emp/mgmt',1,bad
773,'no checking','critical/other existing credit','used car','2000<=X<4000','<100','>=7','male single','36<=X<46',1,'high qualif/self emp/mgmt',1,good
774,'no checking','critical/other existing credit',radio/tv,'2000<=X<4000','100<=X<500','>=7','male single','46<=X<56',2,skilled,1,good
775,'>=200','critical/other existing credit','new car','0<=X<2000','500<=X<1000',unemployed,'male single','66<=X<76',3,'unemp/unskilled non res',1,good
776,'<0','existing paid','new car','0<=X<2000','no known savings','1<=X<4','female div/dep/mar','18<=X<26',1,skilled,1,bad
777,'no checking','critical/other existing credit','new car','2000<=X<4000','<100','4<=X<7','male single','36<=X<46',2,skilled,1,good
778,'<0','existing paid',radio/tv,'2000<=X<4000','<100','4<=X<7','female div/dep/mar','18<=X<26',1,skilled,1,good
779,'no checking','critical/other existing credit','used car','4000<=X<6000','>=1000','>=7','male single','36<=X<46',2,'high qualif/self emp/mgmt',1,good
780,'0<=X<200','existing paid',repairs,'2000<=X<4000','<100',unemployed,'female div/dep/mar','66<=X<76',1,skilled,1,good
781,'0<=X<200','critical/other existing credit',radio/tv,'4000<=X<6000','<100','4<=X<7','male single','18<=X<26',2,skilled,1,bad
782,'no checking','critical/other existing credit','new car','0<=X<2000','>=1000','>=7','male single','56<=X<66',1,skilled,1,good
783,'0<=X<200','no credits/all paid',retraining,'0<=X<2000','<100','1<=X<4','male single','26<=X<36',1,'unskilled resident',1,good
784,'0<=X<200','existing paid','new car','0<=X<2000','100<=X<500','<1','female div/dep/mar','18<=X<26',1,'unskilled resident',1,bad
785,'0<=X<200','existing paid','used car','6000<=X<8000','no known savings',unemployed,'male div/sep','56<=X<66',1,'high qualif/self emp/mgmt',1,good
786,'0<=X<200','existing paid',business,'0<=X<2000','>=1000','1<=X<4','male single','26<=X<36',1,'unskilled resident',1,good
787,'no checking','existing paid',radio/tv,'2000<=X<4000','500<=X<1000','>=7','male single','36<=X<46',1,skilled,1,good
788,'no checking','critical/other existing credit','used car','2000<=X<4000','no known savings','>=7','male single','36<=X<46',2,skilled,2,good
789,'0<=X<200','delayed previously',education,'6000<=X<8000','<100','>=7','male single','46<=X<56',1,skilled,1,bad
790,'<0','critical/other existing credit',education,'4000<=X<6000','<100','1<=X<4','male single','26<=X<36',1,skilled,1,bad
791,'0<=X<200','existing paid',business,'0<=X<2000','<100','>=7','female div/dep/mar','36<=X<46',1,skilled,2,bad
792,'no checking','existing paid','used car','6000<=X<8000','no known savings','>=7','male single','36<=X<46',1,'high qualif/self emp/mgmt',2,good
793,'no checking','critical/other existing credit',furniture/equipment,'0<=X<2000','no known savings','1<=X<4','male mar/wid','26<=X<36',2,skilled,1,good
794,'>=200','existing paid',furniture/equipment,'2000<=X<4000','<100','>=7','male div/sep','46<=X<56',1,skilled,1,good
795,'no checking','existing paid',furniture/equipment,'2000<=X<4000','500<=X<1000','>=7','male single','26<=X<36',1,skilled,1,good
796,'no checking','existing paid',furniture/equipment,'2000<=X<4000','100<=X<500','<1','female div/dep/mar','18<=X<26',1,skilled,1,good
797,'<0','existing paid','used car','6000<=X<8000','no known savings','>=7','male single','46<=X<56',1,skilled,2,bad
798,'no checking','critical/other existing credit',furniture/equipment,'0<=X<2000','<100','<1','female div/dep/mar','18<=X<26',2,'unskilled resident',1,good
799,'no checking','delayed previously','new car','0<=X<2000','no known savings','>=7','male mar/wid','46<=X<56',2,skilled,1,good
800,'0<=X<200','existing paid','new car','0<=X<2000','no known savings','<1','male single','26<=X<36',1,'unemp/unskilled non res',1,good
801,'no checking','critical/other existing credit',education,'0<=X<2000','<100','>=7','male single','46<=X<56',2,skilled,2,good
802,'0<=X<200','critical/other existing credit',radio/tv,'0<=X<2000','<100','>=7','female div/dep/mar','46<=X<56',2,'unskilled resident',1,good
803,'<0','critical/other existing credit',furniture/equipment,'4000<=X<6000','<100','>=7','female div/dep/mar','18<=X<26',2,skilled,1,good
804,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','no known savings','>=7','male single','26<=X<36',2,skilled,1,good
805,'0<=X<200','existing paid','new car','6000<=X<8000','no known savings',unemployed,'female div/dep/mar','18<=X<26',1,'unemp/unskilled non res',1,good
806,'<0','existing paid','new car','8000<=X<10000','<100','4<=X<7','male single','18<=X<26',1,skilled,1,bad
807,'0<=X<200','existing paid',radio/tv,'0<=X<2000','<100','<1','male mar/wid','26<=X<36',1,'unskilled resident',1,good
808,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','no known savings','>=7','male single','56<=X<66',4,skilled,1,good
809,'0<=X<200','all paid','used car','8000<=X<10000','<100',unemployed,'male single','46<=X<56',1,'high qualif/self emp/mgmt',1,good
810,'0<=X<200','no credits/all paid','new car','0<=X<2000','<100','<1','female div/dep/mar','26<=X<36',2,'unemp/unskilled non res',1,bad
811,'0<=X<200','existing paid',business,'0<=X<2000','<100','<1','male mar/wid','26<=X<36',1,skilled,1,good
812,'0<=X<200','existing paid',radio/tv,'0<=X<2000','<100','4<=X<7','male mar/wid','26<=X<36',1,'unskilled resident',1,good
813,'<0','critical/other existing credit','used car','8000<=X<10000','<100','4<=X<7','male single','18<=X<26',2,skilled,1,bad
814,'<0','existing paid','domestic appliance','2000<=X<4000','<100','1<=X<4','male single','46<=X<56',1,skilled,1,bad
815,'<0','existing paid','new car','2000<=X<4000','<100','4<=X<7','male single','46<=X<56',1,skilled,2,bad
816,'0<=X<200','delayed previously','new car','6000<=X<8000','<100','1<=X<4','female div/dep/mar','46<=X<56',1,skilled,1,good
817,'no checking','existing paid','domestic appliance','0<=X<2000','500<=X<1000','1<=X<4','male div/sep','56<=X<66',1,skilled,1,good
818,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','<100','4<=X<7','female div/dep/mar','18<=X<26',2,skilled,1,good
819,'<0','existing paid',other,'14000<=X<16000','<100',unemployed,'male div/sep','36<=X<46',1,'high qualif/self emp/mgmt',1,good
820,'<0','existing paid',radio/tv,'0<=X<2000','<100','1<=X<4','male mar/wid','26<=X<36',1,skilled,1,bad
821,'no checking','existing paid','new car','0<=X<2000','<100','1<=X<4','male mar/wid','26<=X<36',2,skilled,1,good
822,'>=200','existing paid',radio/tv,'2000<=X<4000','<100','1<=X<4','male mar/wid','18<=X<26',1,skilled,1,good
823,'<0','existing paid',furniture/equipment,'2000<=X<4000','<100','>=7','male single','36<=X<46',1,skilled,2,bad
824,'<0','critical/other existing credit','new car','0<=X<2000','<100','>=7','male single','46<=X<56',2,'unskilled resident',1,good
825,'no checking','critical/other existing credit',furniture/equipment,'2000<=X<4000','<100','<1','male div/sep','26<=X<36',2,'high qualif/self emp/mgmt',1,good
826,'<0','critical/other existing credit','new car','0<=X<2000','<100','>=7','male mar/wid','26<=X<36',2,skilled,1,good
827,'<0','critical/other existing credit','new car','2000<=X<4000','<100','>=7','female div/dep/mar','26<=X<36',3,skilled,1,bad
828,'no checking','no credits/all paid',business,'4000<=X<6000','<100','1<=X<4','male single','36<=X<46',2,skilled,2,bad
829,'<0','existing paid','used car','8000<=X<10000','no known savings','>=7','male single','46<=X<56',1,skilled,1,bad
830,'0<=X<200','delayed previously',business,'6000<=X<8000','no known savings','1<=X<4','male single','36<=X<46',1,skilled,2,good
831,'no checking','delayed previously',business,'2000<=X<4000','500<=X<1000','1<=X<4','male single','36<=X<46',2,skilled,2,good
832,'<0','existing paid','new car','0<=X<2000','<100','<1','female div/dep/mar','18<=X<26',1,skilled,1,bad
833,'<0','no credits/all paid',business,'10000<=X<12000','<100','>=7','male single','26<=X<36',2,skilled,1,bad
834,'0<=X<200','existing paid',radio/tv,'4000<=X<6000','no known savings','>=7','female div/dep/mar','36<=X<46',1,skilled,1,good
835,'>=200','existing paid',radio/tv,'2000<=X<4000','<100','<1','female div/dep/mar','18<=X<26',1,'unskilled resident',1,bad
836,'<0','no credits/all paid','new car','0<=X<2000','<100','1<=X<4','male single','46<=X<56',2,skilled,1,bad
837,'no checking','existing paid',radio/tv,'0<=X<2000','no known savings','1<=X<4','female div/dep/mar','18<=X<26',1,skilled,1,good
838,'no checking','existing paid',furniture/equipment,'0<=X<2000','<100','<1','female div/dep/mar','18<=X<26',1,'unskilled resident',2,good
839,'<0','critical/other existing credit','used car','2000<=X<4000','<100','>=7','male single','56<=X<66',2,skilled,1,good
840,'no checking','critical/other existing credit',radio/tv,'2000<=X<4000','<100','>=7','male mar/wid','46<=X<56',2,skilled,1,good
841,'<0','existing paid',furniture/equipment,'4000<=X<6000','<100','4<=X<7','male single','26<=X<36',1,skilled,1,bad
842,'no checking','delayed previously','used car','2000<=X<4000','<100','1<=X<4','male single','26<=X<36',2,'unskilled resident',1,good
843,'no checking','existing paid',repairs,'0<=X<2000','<100','<1','female div/dep/mar','18<=X<26',1,skilled,1,bad
844,'no checking','all paid',business,'0<=X<2000','<100','4<=X<7','male single','46<=X<56',1,skilled,1,good
845,'no checking','existing paid',furniture/equipment,'2000<=X<4000','<100','>=7','male single','46<=X<56',3,skilled,2,good
846,'0<=X<200','existing paid',furniture/equipment,'2000<=X<4000','no known savings','4<=X<7','male single','26<=X<36',1,skilled,1,good
847,'no checking','existing paid','new car','6000<=X<8000','no known savings','1<=X<4','male single','66<=X<76',2,skilled,1,bad
848,'no checking','existing paid','new car','0<=X<2000','<100','<1','male mar/wid','26<=X<36',1,skilled,1,good
849,'<0','existing paid',radio/tv,'0<=X<2000','<100','4<=X<7','male single','56<=X<66',1,skilled,1,good
850,'<0','existing paid',radio/tv,'0<=X<2000','<100','>=7','male single','56<=X<66',1,'unskilled resident',1,bad
851,'<0','critical/other existing credit','new car','2000<=X<4000','<100','1<=X<4','male mar/wid','26<=X<36',2,skilled,1,bad
852,'no checking','critical/other existing credit','used car','4000<=X<6000','no known savings','4<=X<7','male single','36<=X<46',2,skilled,1,good
853,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','<100','1<=X<4','male single','26<=X<36',2,skilled,1,good
854,'<0','all paid','new car','0<=X<2000','<100','4<=X<7','male single','26<=X<36',2,'unskilled resident',2,bad
855,'no checking','delayed previously','new car','10000<=X<12000','<100','>=7','male single','36<=X<46',2,skilled,2,good
856,'no checking','existing paid','new car','0<=X<2000','100<=X<500','<1','male mar/wid','26<=X<36',1,skilled,1,good
857,'no checking','existing paid',retraining,'0<=X<2000','no known savings','4<=X<7','female div/dep/mar','36<=X<46',1,skilled,1,good
858,'no checking','critical/other existing credit',furniture/equipment,'2000<=X<4000','<100','1<=X<4','male single','26<=X<36',1,skilled,1,good
859,'<0','existing paid','new car','2000<=X<4000','<100','1<=X<4','female div/dep/mar','26<=X<36',1,skilled,1,bad
860,'no checking','existing paid','new car','2000<=X<4000','100<=X<500','1<=X<4','male single','26<=X<36',1,skilled,2,good
861,'no checking','critical/other existing credit','used car','4000<=X<6000','>=1000','1<=X<4','male single','26<=X<36',2,skilled,1,good
862,'no checking','delayed previously',business,'2000<=X<4000','<100','1<=X<4','male mar/wid','26<=X<36',1,skilled,1,bad
863,'<0','existing paid',radio/tv,'2000<=X<4000','<100','<1','female div/dep/mar','26<=X<36',1,skilled,1,bad
864,'no checking','critical/other existing credit',furniture/equipment,'4000<=X<6000','>=1000','<1','male single','26<=X<36',2,'unskilled resident',2,good
865,'no checking','existing paid',furniture/equipment,'2000<=X<4000','<100','1<=X<4','male single','18<=X<26',1,'unskilled resident',1,bad
866,'no checking','existing paid',furniture/equipment,'2000<=X<4000','500<=X<1000','1<=X<4','female div/dep/mar','18<=X<26',1,skilled,1,good
867,'<0','existing paid',radio/tv,'2000<=X<4000','<100','<1','female div/dep/mar','26<=X<36',1,skilled,1,good
868,'no checking','critical/other existing credit',furniture/equipment,'2000<=X<4000','<100','>=7','male single','36<=X<46',1,skilled,1,good
869,'no checking','existing paid',business,'6000<=X<8000','no known savings','>=7','male single','36<=X<46',2,skilled,1,good
870,'<0','existing paid',furniture/equipment,'0<=X<2000','<100','>=7','female div/dep/mar','18<=X<26',1,skilled,1,good
871,'no checking','delayed previously',furniture/equipment,'6000<=X<8000','500<=X<1000','4<=X<7','female div/dep/mar','36<=X<46',2,skilled,1,good
872,'>=200','critical/other existing credit','new car','0<=X<2000','<100','>=7','male single','46<=X<56',2,skilled,2,good
873,'<0','critical/other existing credit',business,'0<=X<2000','100<=X<500','4<=X<7','male single','26<=X<36',2,skilled,1,good
874,'no checking','existing paid','domestic appliance','0<=X<2000','no known savings','<1','female div/dep/mar','18<=X<26',1,skilled,1,good
875,'<0','existing paid',furniture/equipment,'2000<=X<4000','<100','1<=X<4','male single','26<=X<36',1,'unskilled resident',2,good
876,'0<=X<200','critical/other existing credit','new car','0<=X<2000','>=1000','1<=X<4','female div/dep/mar','36<=X<46',2,skilled,1,good
877,'<0','all paid',radio/tv,'0<=X<2000','<100','<1','male single','36<=X<46',1,'high qualif/self emp/mgmt',1,good
878,'no checking','existing paid',radio/tv,'2000<=X<4000','<100','>=7','male single','26<=X<36',1,skilled,1,good
879,'<0','existing paid','new car','0<=X<2000','<100','<1','male single','26<=X<36',1,'high qualif/self emp/mgmt',1,bad
880,'no checking','critical/other existing credit',radio/tv,'6000<=X<8000','no known savings','4<=X<7','male single','36<=X<46',2,skilled,1,good
881,'no checking','existing paid','used car','6000<=X<8000','<100','4<=X<7','male single','36<=X<46',1,'high qualif/self emp/mgmt',1,good
882,'no checking','existing paid','used car','8000<=X<10000','no known savings','1<=X<4','male div/sep','46<=X<56',1,skilled,1,good
883,'0<=X<200','critical/other existing credit','new car','2000<=X<4000','no known savings','>=7','male single','36<=X<46',2,skilled,1,good
884,'no checking','critical/other existing credit',radio/tv,'0<=X<2000','<100',unemployed,'female div/dep/mar','56<=X<66',2,'unemp/unskilled non res',1,good
885,'0<=X<200','existing paid',furniture/equipment,'4000<=X<6000','<100','4<=X<7','male div/sep','36<=X<46',1,skilled,1,bad
886,'<0','existing paid',education,'0<=X<2000','<100','<1','female div/dep/mar','46<=X<56',1,skilled,1,bad
887,'0<=X<200','critical/other existing credit',business,'2000<=X<4000','no known savings','4<=X<7','male single','26<=X<36',2,skilled,2,good
888,'0<=X<200','existing paid',business,'14000<=X<16000','<100','1<=X<4','male single','18<=X<26',1,skilled,1,bad
